"UT_0h"	"UT_0h.1"	"UT_0h.2"	"UT_0h.3"	"UT_0h.4"	"UT_0h.5"	"UT_10h"	"UT_10h.1"	"UT_10h.2"	"UT_10h.3"	"UT_10h.4"	"UT_10h.5"	"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"10uM_10h"	"10uM_10h.1"	"10uM_10h.2"	"10uM_10h.3"	"10uM_10h.4"	"10uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"Veh_24h"	"Veh_24h.1"	"Veh_24h.2"	"Veh_24h.3"	"Veh_24h.4"	"Veh_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"
"X - 12688"	95568	276078	103597	NA	91892	342250	731322	337013	462128	717683	651565	342459	379513	610736	546236	412871	341593	226848	553076	688742	592575	424404	384878	441302	846499	1108451	624590	1089650	602337	1010229	354282	589957	1070334	568832	1132488	581410	1226504	583109	934913	636518	761581	1421454	778883	892030	1348031	148297	767115	963912
"X - 12748"	3239233	4245935	4779985	3945260	5122480	5869281	5505099	5112611	6493108	6375425	6121594	6387834	6189060	5839825	6255037	6197415	5810809	5941250	6273721	5144137	6282359	6623433	5713832	6088330	9326865	9730070	9533825	9836752	8636327	8786506	6589989	6847194	9855713	9272848	10120278	9589407	8564434	9251504	8533266	8660194	8630060	8513640	12351494	11983147	12437986	3076345	12129848	12663910
"X - 14056"	76465	1373233	121806	126697	223193	349232	560332	144934	398024	518253	1271586	573204	180607	460332	370979	143138	365627	329383	255793	200135	202496	199139	622853	247456	838369	1167954	475829	981602	619681	1134134	285774	333054	909776	223126	1010701	412935	495997	129392	363636	210416	260443	511442	712229	722389	1758764	114864	851349	1047315
"X - 14568"	29877950	28021516	23371744	19637818	29894374	26823308	22900058	28556148	34056448	31513564	31031864	32710458	31428210	32607220	27190212	26993634	30249186	28779536	28094140	27726024	28192070	28680778	29675412	29959458	32013018	28480862	27595040	28285212	34242848	30126070	34107024	29762528	27399450	24225306	27277156	29766742	29989868	28189488	31826362	31569532	27603142	24618364	29078544	23883740	30951378	7379130	30042640	27450868
"X - 15220"	33987	314419	40449	44313	60726	40586	75810	108249	178541	157132	188731	69953	110733	158342	198607	173480	137039	76336	139639	92068	94567	82796	257285	145714	73790	57667	63098	50649	141279	107587	75374	63096	87774	80429	147561	108634	107602	66833	118980	107377	52910	28558	150894	128564	67266	26298	76052	177570
"X - 15245"	NA	NA	NA	NA	NA	NA	NA	NA	20718	NA	NA	13650	NA	NA	NA	20326	NA	17089	NA	14214	NA	32177	NA	NA	58845	37810	25666	19645	NA	27502	NA	NA	21819	NA	NA	42440	NA	28414	NA	NA	NA	27343	111787	88301	52014	NA	74941	88002
"X - 17677"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20934	17952	14424	NA	14582	21263
"X - 18779"	358528	336592	276708	229259	293255	308692	263735	377955	401718	343899	392261	369601	388158	417345	285671	316660	318407	329083	351685	297790	334837	318086	331733	292826	417557	367793	323338	278669	470331	386251	423131	344995	358572	253216	335572	354700	363172	351208	397071	361657	315498	286858	364549	325314	422929	70976	339080	342676
"X - 21343"	207529	408447	563413	109972	267043	424321	101326	399297	391052	65670	350650	419548	270827	211987	287550	356185	338662	235013	199539	396515	517894	74356	82830	NA	136893	408447	555246	124110	142407	129217	61019	144346	124214	131168	220591	374650	194762	649421	529514	154923	363221	519399	NA	79534	54739	NA	NA	65328
"X - 21365"	809680	1386841	929966	864314	993793	1706886	2006699	1191489	1363910	1901355	1853080	1359011	1220305	1747955	1486765	1080227	1111883	1118970	1493931	1900322	1350888	1044736	1038635	1069485	2681872	3141517	2308893	3203113	2189265	3333919	1454231	1747091	3277132	1497714	3483008	2011090	2417115	1529503	1702096	775386	1562403	2201491	3605208	3489037	5995449	515045	3882442	3348452
"X - 21891"	NA	84090	65311	22437	63568	58579	NA	76416	90423	46674	69378	52231	NA	66462	73082	56616	85118	64042	21778	101046	69355	19860	75615	80819	NA	90823	76776	33706	89505	84213	40116	101464	88204	30997	88902	71496	35806	92353	75351	41574	82867	65292	28524	102908	99749	NA	91092	91168
"X - 22768"	144179	192524	198565	183498	200954	213820	213411	188230	250550	220068	233604	279505	221343	223589	218503	231130	194314	218626	235517	242478	228092	224879	221187	208644	330690	394931	374365	288130	269047	294103	297667	241648	313706	339800	310709	300412	281805	339895	331872	277920	294588	290991	263637	297764	361765	118450	326422	333507
"X - 22770"	27188	32109	50716	37973	50848	45720	56375	61172	66702	55787	50902	52499	37393	51337	39516	30304	55566	34999	NA	32451	44680	40320	50748	44007	76899	56935	71285	75239	90773	80486	35081	36219	67002	54303	59775	70444	44647	37125	49501	56450	49122	51811	102618	82185	132151	16894	123174	91607
"X - 22776"	67229	345227	403331	34321	130296	213886	74392	158689	198956	70760	152586	158909	87136	94941	125719	105291	87810	76911	87576	306941	330130	56075	42633	48694	120946	174037	195003	94187	73363	93665	103601	83350	115592	109573	102506	119154	104078	289183	248631	82581	157227	149543	92117	76516	87814	17951	65160	119366
"X - 24020"	1062437	1703503	1190584	1084019	1493024	2100222	2818249	2527785	2098487	3655393	3350376	2076043	2941035	3917491	3331814	2769883	2671353	2870696	3617587	4367556	3820641	2445385	2645153	3356672	4454725	5570931	3483222	5601486	3895855	5233398	2660370	3235247	5233861	2515930	5878245	4334262	5180584	3851197	4115919	2900407	3698790	5122134	5932342	6143078	8432235	1041386	6229429	5484004
"X - 24054"	133633	NA	40578	NA	62531	59304	118670	200434	41408	49521	85035	76931	85834	78253	103721	125124	158405	178847	177324	85163	35355	171913	121990	201641	62802	93165	75324	178070	NA	86365	47758	97399	92734	189701	102283	174062	66181	98731	27768	77614	155347	205928	117051	359070	114752	NA	178875	318827
"X - 24061"	2364696	1230811	1778984	1157228	1799808	1625955	1832058	3150228	785910	1218970	1874796	2201232	2068881	1381565	1612250	2343962	2135525	2687567	2438054	1032498	1060080	2147025	1859846	2566079	807430	1317597	1439083	2090153	949150	1237098	895020	1356371	1392957	2561469	1193325	1655291	852021	1656749	829009	1450157	2274221	2384293	1389861	3025881	934686	315813	1682168	2540473
"X - 24097"	750453	666392	738656	611324	907923	842256	743263	980756	771506	755193	726044	808617	772005	747786	803513	816240	946069	1001598	928932	663158	790679	910771	989660	959331	773669	917776	1063117	1079960	1057228	924934	840585	704630	854413	1248716	917547	1128693	748333	957222	700463	934952	1054553	923867	1537128	1914145	1213609	416542	1721151	1918233
"X - 24241"	94095	141204	76121	58424	NA	151707	135621	107741	NA	122952	102110	98968	NA	149437	92850	58831	95352	76237	138880	120362	NA	85557	68406	46764	158721	166896	83447	173809	134709	184704	45917	133190	163233	119385	224654	NA	169037	74232	155202	NA	122293	176146	151788	125536	272449	NA	67672	155829
"X - 24435"	NA	240347	329728	164571	256029	440964	218788	243355	422654	280956	352873	470150	NA	589787	473919	398460	474146	388116	NA	291801	320462	142870	289130	278289	189050	282213	436304	440014	190100	368454	NA	178920	517802	242644	321547	309681	154693	278947	481039	134849	392895	478230	445543	498570	409946	NA	372605	568647
"X - 24803"	570476544	601144704	548993728	457425376	560394496	649124672	593116032	611226304	649959360	669638080	648279424	616870848	605858496	671573824	634943232	566713984	655139904	667646912	628081856	604623872	634520576	591626048	572850048	616851904	818448256	789782528	678342464	770447424	847415552	812651456	736622656	668941440	751546752	645100544	824713216	732422976	763290304	668750592	734992832	657778368	664415680	666857984	832791040	883003648	935609088	355434944	878464896	963857984
"X - 24804"	26055496	30766502	31353654	25604300	29587958	37738928	36003952	32313740	32577974	34802968	33740448	29390240	31806932	31977570	34503056	33848988	33577920	35238072	35150044	32567898	33528686	33000678	29001190	32859420	50363400	55566884	47085240	54759880	46385828	51346636	37515248	37199692	52344248	45823624	58378336	49350476	44579992	41311052	41381516	36846248	42467928	45216728	67311392	80430352	72906792	28997508	68124272	86388984
"X - 24806"	10354362	13453974	13193636	11482478	12719479	15535884	16337958	13184894	8483566	15329517	14335267	12186972	13288359	13753360	14240140	13806068	13795173	14806812	15133090	14213093	13751530	14166999	12347238	13807727	20217194	22899738	19907642	23622908	19011342	23073864	16372729	15601583	22427604	18094194	24396452	20272808	19686612	17273972	16823108	15401335	17153224	19060216	27052094	31042870	30938514	11127504	28326672	34108008
"X - 24831"	33339	129524	50345	39806	61440	40713	32408	23976	31595	45281	69812	44042	23192	38352	37566	44355	35934	33567	NA	34743	48192	33529	82435	40287	22946	40064	42757	49074	38940	40121	43399	39994	51418	62050	64053	44997	36025	36292	31021	23563	39525	52625	68934	63522	42273	31773	66338	62049
